transaction_id,account_id,employee_id,transaction_date,transaction_type,channel,amount,balance_after
TXN0000271,ACC000030,EMP020,2026-05-13 12:06:00,Pago de servicios,Sucursal,2306145.19,1236649.82
TXN0000380,ACC000041,EMP018,2025-12-19 08:37:00,Pago de servicios,Sucursal,2968252.24,1569639.86
TXN0001578,ACC000168,EMP021,2025-04-20 06:54:00,Deposito,Sucursal,184597.86,23670209.97
TXN0002175,ACC000233,,2025-09-23 20:40:00,Consignacion,Datafono,1195847.16,7070163.54
TXN0002205,ACC000237,EMP012,2026-04-27 11:45:00,Deposito,Sucursal,1950485.26,17723654.79
TXN0000164,ACC000019,,2025-06-06 17:51:00,Transferencia enviada,App movil,3355719.64,130748.75
TXN0000474,ACC000047,,2025-06-29 10:10:00,Compra con tarjeta,Cajero automatico,418041.5,14367384.02
TXN0000991,ACC000112,,2026-06-04 15:17:00,Pago de cuota,App movil,1082814.44,16835787.29
TXN0001005,ACC000115,,2025-02-02 09:21:00,Deposito,App movil,1698849.36,3968122.83
TXN0002064,ACC000221,,2025-10-08 06:50:00,Retiro,Datafono,1463204.13,11756454.86
TXN0000338,ACC000037,,2025-11-03 16:23:00,Pago de cuota,Banca web,2872723.95,21084307.66
TXN0000152,ACC000017,,2026-02-22 18:28:00,Deposito,Banca web,1521257.37,9743651.66
TXN0000442,ACC000046,,2026-01-08 15:13:00,Consignacion,Banca web,887322.41,1092503.89
TXN0000972,ACC000111,EMP018,2025-08-07 07:13:00,Transferencia enviada,Sucursal,951769.9,2098946.17
TXN0001072,ACC000122,,2025-01-28 19:05:00,Pago de servicios,Cajero automatico,2157077.84,19667935.62
TXN0001828,ACC000199,EMP003,2025-03-04 14:51:00,Pago de servicios,Sucursal,3029727.13,20874106.39
TXN0002164,ACC000233,,2026-04-02 20:59:00,Pago de cuota,App movil,2469360.85,9009051.04
TXN0000832,ACC000096,,2025-08-19 07:59:00,Pago de cuota,Cajero automatico,3000158.0,7484553.41
TXN0002058,ACC000221,EMP009,2025-03-06 08:19:00,Retiro,Sucursal,3495500.67,14666583.5
TXN0001326,ACC000143,EMP021,2025-01-10 19:55:00,Transferencia recibida,Sucursal,3103946.02,14727549.17
TXN0001161,ACC000128,,2025-10-19 11:07:00,Consignacion,App movil,965731.27,5598597.74
TXN0001090,ACC000123,,2025-07-04 14:08:00,Compra con tarjeta,App movil,2065093.83,14616485.68
TXN0000948,ACC000109,,2026-04-25 21:20:00,Transferencia enviada,Banca web,2897115.34,1376244.75
TXN0000827,ACC000096,,2025-11-24 17:51:00,Transferencia recibida,Cajero automatico,1823932.32,2673582.21
TXN0001271,ACC000137,,2025-10-31 06:34:00,Compra con tarjeta,App movil,633761.35,10432335.24
TXN0000881,ACC000104,,2026-03-26 20:10:00,Pago de cuota,Cajero automatico,1244544.84,155197.37
TXN0001468,ACC000158,,2025-11-14 12:56:00,Deposito,App movil,1438119.89,10403025.36
TXN0001540,ACC000163,EMP013,2025-03-03 17:06:00,Pago de servicios,Sucursal,2474024.13,3545530.1
TXN0002080,ACC000222,,2025-01-30 20:50:00,Transferencia recibida,App movil,2690338.81,4815265.07
TXN0001171,ACC000128,,2025-09-29 21:09:00,Consignacion,Banca web,2850402.29,7072165.84
TXN0000414,ACC000045,EMP018,2025-09-29 11:28:00,Transferencia recibida,Sucursal,3428182.71,15261444.1
TXN0000151,ACC000017,,2025-03-17 07:11:00,Transferencia recibida,App movil,1957713.88,22775554.5
TXN0000630,ACC000067,EMP009,2026-03-29 21:46:00,Compra con tarjeta,Sucursal,2268354.47,20480827.96
TXN0000307,ACC000034,,2025-06-10 06:22:00,Pago de servicios,App movil,1250269.69,5912757.1
TXN0001990,ACC000216,,2026-04-27 08:13:00,Retiro,Datafono,1754529.69,3638149.42
TXN0001356,ACC000149,,2025-06-05 16:04:00,Compra con tarjeta,Cajero automatico,2270961.12,11356636.54
TXN0001493,ACC000159,,2025-05-25 21:06:00,Pago de servicios,Datafono,2286308.67,22617854.83
TXN0000279,ACC000030,,2025-11-19 16:54:00,Pago de cuota,App movil,1449078.09,20655612.83
TXN0000197,ACC000023,,2025-05-02 13:28:00,Pago de cuota,Cajero automatico,359972.38,19654167.26
TXN0001017,ACC000115,,2025-11-18 09:00:00,Compra con tarjeta,App movil,2412140.52,5352172.95
TXN0001336,ACC000143,,2026-03-03 14:14:00,Pago de servicios,App movil,1657216.04,9276070.36
TXN0001776,ACC000195,,2025-11-29 19:24:00,Consignacion,Datafono,2384297.7,16581362.17
TXN0001276,ACC000137,EMP010,2025-04-14 18:32:00,Pago de servicios,Sucursal,3246767.52,10569022.43
TXN0000146,ACC000017,EMP016,2025-11-25 18:58:00,Pago de servicios,Sucursal,905501.04,627396.19
TXN0000031,ACC000005,,2026-03-24 21:41:00,Compra con tarjeta,App movil,617967.32,5588697.98
TXN0001366,ACC000151,,2025-08-03 09:31:00,Compra con tarjeta,Datafono,1260782.33,10384045.41
TXN0002019,ACC000217,EMP016,2025-08-23 16:05:00,Pago de servicios,Sucursal,1270312.75,12305907.82
TXN0002102,ACC000223,,2025-07-19 07:24:00,Transferencia recibida,Datafono,3480211.55,8131742.76
TXN0000346,ACC000037,EMP014,2025-07-26 15:16:00,Compra con tarjeta,Sucursal,1057991.14,19178144.7
TXN0001948,ACC000210,EMP001,2025-05-05 21:35:00,Deposito,Sucursal,2654599.17,6799333.85
TXN0000038,ACC000006,,2026-01-20 09:53:00,Transferencia recibida,Banca web,2762667.68,4074786.23
TXN0000281,ACC000030,EMP017,2026-04-09 20:25:00,Deposito,Sucursal,3440518.08,12945057.88
TXN0001662,ACC000175,,2025-11-18 17:25:00,Pago de servicios,App movil,878192.15,22462330.58
TXN0000002,ACC000001,,2025-01-02 18:54:00,Transferencia recibida,App movil,372782.08,10501197.89
TXN0001646,ACC000174,,2026-04-16 16:09:00,Pago de servicios,App movil,2124883.31,3119487.65
TXN0000978,ACC000111,,2025-11-21 06:09:00,Consignacion,Banca web,3269029.7,21608890.7
TXN0000124,ACC000014,,2025-02-17 09:49:00,Transferencia enviada,Banca web,1606283.69,24096730.36
TXN0002153,ACC000231,,2025-03-30 15:35:00,Transferencia recibida,App movil,2449952.68,20270096.9
TXN0001649,ACC000175,,2026-05-17 09:30:00,Retiro,Banca web,1360227.57,3501786.8
TXN0000733,ACC000086,,2025-12-04 14:19:00,Transferencia enviada,App movil,675342.1,24960143.39
TXN0001018,ACC000115,EMP025,2025-11-26 13:35:00,Transferencia recibida,Sucursal,999813.74,13186286.41
TXN0001121,ACC000125,,2026-04-10 09:01:00,Pago de servicios,Banca web,2928774.97,6956403.59
TXN0002049,ACC000221,,2026-05-22 13:11:00,Transferencia recibida,Banca web,1001569.95,8339339.78
TXN0000658,ACC000068,,2026-01-22 21:53:00,Transferencia enviada,Datafono,473505.53,12624048.89
TXN0001211,ACC000132,EMP003,2025-08-20 17:40:00,Pago de cuota,Sucursal,968286.35,14615864.94
TXN0000434,ACC000045,,2025-02-11 10:06:00,Transferencia enviada,Datafono,1322697.39,400601.85
TXN0001214,ACC000132,,2025-05-10 18:21:00,Pago de servicios,Datafono,2704205.6,24166805.63
TXN0000770,ACC000091,,2025-03-09 14:41:00,Retiro,Datafono,1297740.06,22137646.66
TXN0002234,ACC000238,,2025-11-15 08:42:00,Pago de cuota,Datafono,2002418.76,6599106.2
TXN0001181,ACC000129,,2025-09-24 07:17:00,Compra con tarjeta,Banca web,2551372.1,15910292.16
TXN0002137,ACC000227,,2025-05-22 21:18:00,Retiro,Banca web,2111409.9,2423334.11
TXN0001374,ACC000153,,2025-06-28 10:47:00,Retiro,Cajero automatico,1284087.36,19666053.97
TXN0001167,ACC000128,EMP018,2025-10-13 09:22:00,Compra con tarjeta,Sucursal,2548491.95,3926612.51
TXN0001954,ACC000210,EMP001,2025-05-12 15:39:00,Pago de cuota,Sucursal,2845338.42,24634798.41
TXN0001899,ACC000204,,2025-03-23 20:00:00,Transferencia enviada,Cajero automatico,2974913.75,16954037.1
TXN0000878,ACC000102,,2025-12-25 11:25:00,Pago de cuota,App movil,40934.43,12306232.52
TXN0000676,ACC000073,EMP013,2025-10-24 11:00:00,Pago de servicios,Sucursal,963827.26,20988798.16
TXN0000701,ACC000079,,2025-02-27 07:18:00,Pago de cuota,Banca web,1411873.89,5835468.48
TXN0001379,ACC000153,,2026-05-03 20:26:00,Deposito,Datafono,1547051.25,7792657.75
TXN0001570,ACC000167,,2025-06-13 12:48:00,Transferencia recibida,Datafono,904411.01,8183181.51
TXN0002052,ACC000221,,2025-09-12 14:59:00,Pago de servicios,Datafono,1508285.77,11331963.57
TXN0000159,ACC000017,,2025-12-19 12:26:00,Transferencia enviada,Datafono,507168.36,5527491.35
TXN0000148,ACC000017,EMP003,2025-07-17 16:32:00,Deposito,Sucursal,594207.88,15677057.57
TXN0000549,ACC000057,EMP018,2025-08-30 18:15:00,Transferencia recibida,Sucursal,679786.88,19928148.56
TXN0001476,ACC000158,EMP017,2025-05-27 20:38:00,Compra con tarjeta,Sucursal,2692236.75,1103509.86
TXN0000877,ACC000101,EMP024,2026-05-15 07:22:00,Pago de servicios,Sucursal,1616635.03,8853779.68
TXN0000178,ACC000019,,2026-05-09 06:32:00,Transferencia recibida,Cajero automatico,1545246.47,1936434.76
TXN0000755,ACC000091,,2025-10-26 08:44:00,Pago de cuota,Cajero automatico,3181490.28,24809819.15
TXN0000138,ACC000014,,2026-01-12 12:49:00,Transferencia enviada,Cajero automatico,1036680.25,24586498.56
TXN0001874,ACC000203,,2025-05-25 19:25:00,Deposito,Datafono,1963872.18,10201399.42
TXN0001283,ACC000137,,2025-10-22 20:37:00,Compra con tarjeta,Banca web,2225356.59,13541033.52
TXN0000357,ACC000039,,2026-05-11 15:49:00,Retiro,App movil,510099.72,20555241.56
TXN0001637,ACC000173,,2025-12-01 15:54:00,Pago de cuota,Banca web,1794925.46,18937868.51
TXN0002105,ACC000224,EMP020,2026-06-02 15:32:00,Transferencia enviada,Sucursal,1215237.92,6978564.98
TXN0001165,ACC000128,,2025-10-16 19:46:00,Consignacion,Banca web,1827919.69,7380590.11
TXN0000515,ACC000053,EMP024,2025-11-18 09:29:00,Compra con tarjeta,Sucursal,484334.17,17621225.57
TXN0000653,ACC000068,EMP013,2025-05-02 19:07:00,Deposito,Sucursal,2005458.99,13074209.7
TXN0000741,ACC000088,EMP015,2025-11-03 16:37:00,Transferencia enviada,Sucursal,2750898.76,3850744.07
TXN0000093,ACC000011,,2026-02-18 06:14:00,Transferencia enviada,Cajero automatico,2547819.21,5287643.83
TXN0000976,ACC000111,,2025-06-14 19:22:00,Deposito,Datafono,1368091.51,14027101.98
TXN0001620,ACC000170,,2026-03-17 06:45:00,Compra con tarjeta,Datafono,3142936.24,15874451.65
TXN0000567,ACC000059,,2025-07-24 15:20:00,Transferencia enviada,Datafono,296989.86,6247593.11
TXN0001497,ACC000159,,2025-07-22 10:26:00,Transferencia enviada,App movil,1645343.37,19067880.54
TXN0000643,ACC000068,EMP019,2025-11-08 19:32:00,Compra con tarjeta,Sucursal,219210.63,6501313.89
TXN0000130,ACC000014,,2025-05-16 11:32:00,Compra con tarjeta,Datafono,2433148.79,17761714.65
TXN0000791,ACC000093,,2026-03-02 18:47:00,Pago de servicios,App movil,1350290.61,16029807.56
TXN0000749,ACC000088,,2025-07-30 15:27:00,Pago de servicios,Banca web,564146.56,14691423.92
TXN0001346,ACC000144,,2026-02-28 10:55:00,Transferencia recibida,Cajero automatico,2068431.03,14050291.26
TXN0000970,ACC000110,,2026-04-11 07:34:00,Transferencia enviada,Cajero automatico,3320382.54,16009007.38
TXN0001475,ACC000158,EMP017,2026-02-02 11:05:00,Compra con tarjeta,Sucursal,1531460.72,10958332.95
TXN0001697,ACC000185,EMP011,2025-09-19 12:00:00,Pago de servicios,Sucursal,3007353.88,18183676.02
TXN0002216,ACC000238,,2025-07-18 07:57:00,Pago de cuota,Cajero automatico,1766650.04,8393274.03
TXN0001886,ACC000203,,2025-06-18 21:48:00,Pago de cuota,Cajero automatico,13413.85,15013807.11
TXN0000818,ACC000095,,2026-04-24 11:57:00,Consignacion,Banca web,3343128.76,16569426.34
TXN0001360,ACC000151,,2025-06-01 12:19:00,Deposito,Cajero automatico,362128.76,19488785.81
TXN0000588,ACC000062,,2026-01-01 21:29:00,Transferencia enviada,Banca web,402593.18,3100119.31
TXN0001607,ACC000170,,2025-02-02 21:20:00,Consignacion,App movil,118330.72,21530760.06
TXN0001955,ACC000210,EMP001,2025-01-27 10:59:00,Pago de servicios,Sucursal,159633.52,9318864.92
TXN0001928,ACC000209,,2025-09-01 17:03:00,Compra con tarjeta,App movil,3091741.41,18891623.04
TXN0001354,ACC000149,,2025-04-05 09:34:00,Retiro,Cajero automatico,2797082.51,14352391.78
TXN0000822,ACC000096,,2025-12-07 13:59:00,Retiro,Datafono,2684517.48,16103223.65
TXN0000358,ACC000039,EMP014,2026-06-13 10:13:00,Retiro,Sucursal,1362682.87,112705.63
TXN0000790,ACC000093,,2026-04-26 12:09:00,Compra con tarjeta,Cajero automatico,24590.12,12291428.4
TXN0001587,ACC000168,,2025-10-01 06:42:00,Transferencia recibida,App movil,3371531.73,5878114.34
TXN0000451,ACC000046,,2026-06-19 21:55:00,Consignacion,Cajero automatico,2074617.24,6986480.25
TXN0000147,ACC000017,,2026-06-14 17:32:00,Deposito,Datafono,1564993.57,7417884.9
TXN0001352,ACC000149,,2026-06-09 17:01:00,Deposito,Datafono,1535852.14,23995108.6
TXN0001924,ACC000209,EMP004,2026-04-08 14:24:00,Consignacion,Sucursal,2520736.45,12377507.44
TXN0000028,ACC000005,,2025-07-26 10:21:00,Compra con tarjeta,Cajero automatico,3216544.95,1498303.51
TXN0000305,ACC000031,,2025-04-12 16:31:00,Transferencia enviada,Datafono,1865146.65,4979891.25
TXN0000664,ACC000069,,2025-07-04 06:17:00,Consignacion,Cajero automatico,866050.56,2125352.14
TXN0002152,ACC000229,,2025-03-14 19:37:00,Deposito,App movil,2384894.14,23924957.78
TXN0001338,ACC000144,,2026-03-04 06:48:00,Pago de cuota,Banca web,203022.91,8846762.84
TXN0000250,ACC000027,,2025-01-23 11:06:00,Consignacion,App movil,949491.01,18180405.69
TXN0001582,ACC000168,EMP016,2025-07-29 09:58:00,Retiro,Sucursal,619288.7,2161520.83
TXN0002112,ACC000224,EMP020,2025-08-27 07:51:00,Transferencia enviada,Sucursal,2489549.38,6702312.42
TXN0002147,ACC000229,EMP018,2025-09-26 20:15:00,Retiro,Sucursal,3477963.44,9743256.99
TXN0001755,ACC000194,,2026-05-22 16:07:00,Compra con tarjeta,Datafono,2839794.27,6158479.0
TXN0000470,ACC000047,,2025-08-26 16:26:00,Compra con tarjeta,Datafono,1206345.75,12158848.31
TXN0000646,ACC000068,,2025-10-19 10:45:00,Transferencia recibida,Banca web,1823636.6,2639620.77
TXN0001371,ACC000153,,2025-11-28 07:09:00,Deposito,Cajero automatico,628980.77,3207428.09
TXN0000995,ACC000112,,2026-02-04 11:25:00,Pago de cuota,App movil,1815297.0,5781927.91
TXN0000013,ACC000001,EMP008,2025-05-24 09:00:00,Pago de cuota,Sucursal,466196.18,9312271.2
TXN0000484,ACC000050,,2026-02-08 12:31:00,Deposito,App movil,2115069.84,22712089.29
TXN0001696,ACC000185,,2025-05-17 12:26:00,Transferencia enviada,Datafono,685888.25,10678518.19
TXN0000215,ACC000023,EMP014,2025-04-20 09:58:00,Deposito,Sucursal,2152256.14,21201784.79
TXN0000565,ACC000059,,2025-09-25 08:22:00,Compra con tarjeta,Banca web,2111384.64,11337011.21
TXN0001008,ACC000115,,2025-05-22 13:05:00,Consignacion,Cajero automatico,943890.96,4988945.94
TXN0001625,ACC000171,,2025-04-29 07:14:00,Transferencia enviada,Cajero automatico,524381.44,18668587.27
TXN0001401,ACC000154,,2025-06-13 19:25:00,Compra con tarjeta,Datafono,684865.83,1772585.64
TXN0002209,ACC000237,,2025-05-22 11:46:00,Deposito,Banca web,577172.38,4449030.21
TXN0000557,ACC000057,,2025-10-09 20:26:00,Deposito,App movil,3021520.77,12264060.92
TXN0000114,ACC000011,,2025-06-19 08:48:00,Compra con tarjeta,Banca web,1129012.02,24253924.77
TXN0002187,ACC000235,,2025-10-23 15:37:00,Deposito,App movil,3017989.2,79449.32
TXN0000235,ACC000026,EMP002,2025-08-29 14:47:00,Retiro,Sucursal,592517.52,2397887.44
TXN0002123,ACC000226,,2026-02-18 11:00:00,Pago de servicios,App movil,2862620.38,23587025.68
TXN0001752,ACC000192,EMP003,2026-01-13 12:57:00,Deposito,Sucursal,1590653.87,14277773.05
TXN0000137,ACC000014,,2025-02-25 06:47:00,Consignacion,App movil,718774.41,20751287.21
TXN0002184,ACC000235,,2025-01-14 06:25:00,Deposito,Datafono,1505371.35,1851456.72
TXN0001636,ACC000173,,2025-02-10 17:17:00,Compra con tarjeta,Banca web,990108.84,7594387.24
TXN0001771,ACC000194,EMP014,2025-09-19 21:00:00,Pago de servicios,Sucursal,2071673.38,17285586.02
TXN0000981,ACC000111,,2025-07-12 19:44:00,Pago de cuota,Datafono,2712601.54,5411270.76
TXN0001479,ACC000158,,2025-07-19 16:42:00,Consignacion,Banca web,98330.76,1743878.23
TXN0001619,ACC000170,,2025-05-23 10:47:00,Consignacion,Datafono,1974069.93,12408680.07
TXN0001302,ACC000139,,2026-04-18 09:51:00,Transferencia enviada,Datafono,2934185.32,6129137.71
TXN0001838,ACC000199,,2025-10-14 15:32:00,Deposito,Datafono,3360301.24,19303202.05
TXN0001707,ACC000186,,2026-03-19 10:26:00,Compra con tarjeta,Banca web,3424471.58,23440474.6
TXN0000497,ACC000051,,2025-03-01 10:20:00,Transferencia enviada,Banca web,3075327.25,8941062.78
TXN0000798,ACC000093,,2025-07-13 19:10:00,Pago de servicios,Banca web,892520.61,12521164.08
TXN0001844,ACC000200,EMP008,2026-04-11 20:46:00,Transferencia recibida,Sucursal,2126533.17,6034997.09
TXN0002035,ACC000218,EMP011,2025-04-27 20:51:00,Pago de servicios,Sucursal,2493089.24,4136916.8
TXN0001344,ACC000144,EMP020,2026-01-20 07:06:00,Compra con tarjeta,Sucursal,973401.31,10958728.08
TXN0000762,ACC000091,,2025-06-07 20:22:00,Deposito,Cajero automatico,766186.79,22318265.77
TXN0000433,ACC000045,,2026-03-02 11:44:00,Consignacion,App movil,1941392.98,6098678.79
TXN0000692,ACC000079,,2026-06-15 20:31:00,Deposito,App movil,1815226.63,22096223.02
TXN0002173,ACC000233,,2025-03-02 06:10:00,Deposito,Banca web,2660817.47,1982708.34
TXN0001820,ACC000199,,2025-06-01 21:18:00,Retiro,Banca web,1832555.34,3772925.44
TXN0001682,ACC000181,,2026-01-18 06:20:00,Deposito,Banca web,703472.94,5397105.06
TXN0001992,ACC000216,,2026-04-17 19:29:00,Retiro,Cajero automatico,196727.08,2907188.06
TXN0000773,ACC000091,,2025-05-17 16:11:00,Consignacion,App movil,3423295.14,1697161.95
TXN0000118,ACC000014,,2025-11-08 12:41:00,Compra con tarjeta,Banca web,3326739.4,20634521.66
TXN0000830,ACC000096,,2025-11-13 09:17:00,Transferencia recibida,Datafono,1679206.79,12380687.87
TXN0000725,ACC000084,,2026-05-22 21:17:00,Deposito,Datafono,1409301.79,5187917.94
TXN0001504,ACC000159,,2025-09-13 09:42:00,Retiro,Cajero automatico,3183055.04,18894281.09
TXN0000366,ACC000040,,2026-04-02 17:19:00,Retiro,App movil,2862872.51,24342310.4
TXN0000378,ACC000041,,2025-06-02 20:34:00,Consignacion,App movil,1371039.48,4899708.84
TXN0002125,ACC000226,EMP011,2026-02-04 19:17:00,Pago de cuota,Sucursal,55516.28,22904335.44
TXN0001293,ACC000139,,2026-02-18 21:48:00,Consignacion,Banca web,1009129.15,3932625.4
TXN0001404,ACC000155,,2025-04-16 21:14:00,Retiro,Banca web,1052889.53,13536074.42
TXN0001362,ACC000151,,2025-06-17 19:17:00,Transferencia recibida,Cajero automatico,3277694.91,19310909.97
TXN0001671,ACC000180,,2026-04-27 19:57:00,Transferencia recibida,Cajero automatico,834495.83,15069832.12
TXN0001470,ACC000158,,2025-01-11 18:02:00,Transferencia recibida,Banca web,459819.98,1772403.62
TXN0001947,ACC000210,EMP001,2025-04-22 15:49:00,Transferencia enviada,Sucursal,2719404.64,11421258.04
TXN0001160,ACC000128,,2025-02-12 12:27:00,Compra con tarjeta,Datafono,981114.23,2495668.71
TXN0001517,ACC000161,,2026-04-06 08:51:00,Retiro,App movil,3016562.19,584956.39
TXN0001758,ACC000194,,2026-01-08 08:31:00,Pago de cuota,App movil,2587813.11,578078.57
TXN0001373,ACC000153,,2025-08-03 15:23:00,Transferencia enviada,Datafono,1457918.53,10486786.35
TXN0001995,ACC000216,,2025-07-22 12:02:00,Pago de cuota,App movil,2005874.61,9513287.27
TXN0000709,ACC000079,,2025-07-26 08:21:00,Consignacion,Cajero automatico,2340831.89,14998059.96
TXN0000316,ACC000034,EMP014,2025-08-25 13:14:00,Consignacion,Sucursal,287369.25,3360824.82
TXN0000520,ACC000053,,2025-04-15 11:04:00,Compra con tarjeta,App movil,3413474.15,5014584.79
TXN0000599,ACC000063,,2026-01-13 11:27:00,Compra con tarjeta,Banca web,334386.64,24332062.05
TXN0001245,ACC000135,EMP010,2025-02-04 16:44:00,Deposito,Sucursal,3043958.56,3977174.99
TXN0001545,ACC000165,,2025-08-28 16:40:00,Compra con tarjeta,Banca web,2755953.42,14434722.74
TXN0000218,ACC000024,EMP021,2026-03-10 21:34:00,Transferencia enviada,Sucursal,1222038.48,11435328.9
TXN0001300,ACC000139,,2025-07-24 16:08:00,Deposito,App movil,236196.75,5183111.7
TXN0000035,ACC000005,EMP014,2025-11-24 11:40:00,Pago de servicios,Sucursal,1568738.47,5250010.27
TXN0001042,ACC000118,,2026-06-05 16:03:00,Retiro,Banca web,961335.14,1237868.68
TXN0001459,ACC000157,,2025-01-25 21:06:00,Pago de cuota,App movil,1968772.94,7654380.58
TXN0001884,ACC000203,,2025-05-04 14:53:00,Pago de cuota,Cajero automatico,2722492.96,13541287.44
TXN0000331,ACC000036,,2025-11-13 20:18:00,Transferencia enviada,Cajero automatico,420263.38,24011242.65
TXN0002003,ACC000216,,2025-07-15 19:59:00,Compra con tarjeta,App movil,1928435.45,9690345.02
TXN0000291,ACC000031,,2025-12-11 08:30:00,Pago de cuota,Datafono,2611149.48,6571323.83
TXN0000313,ACC000034,EMP001,2025-05-29 11:20:00,Transferencia enviada,Sucursal,652631.9,18179717.54
TXN0001415,ACC000155,,2026-03-19 06:13:00,Compra con tarjeta,Datafono,640774.54,2479116.97
TXN0000444,ACC000046,,2026-04-01 16:26:00,Compra con tarjeta,Cajero automatico,2617332.77,5759280.26
TXN0000430,ACC000045,EMP018,2025-06-24 08:52:00,Transferencia recibida,Sucursal,1745030.8,1587121.69
TXN0000298,ACC000031,,2025-02-25 13:39:00,Pago de servicios,Cajero automatico,3041945.71,353194.98
TXN0000269,ACC000030,,2025-06-07 15:20:00,Retiro,Banca web,2246754.71,2415444.87
TXN0000538,ACC000056,EMP025,2026-02-04 16:36:00,Transferencia recibida,Sucursal,359197.82,8405826.89
TXN0001544,ACC000163,,2026-04-30 08:01:00,Transferencia recibida,Banca web,1301329.72,5244305.16
TXN0000907,ACC000106,,2026-06-10 20:32:00,Transferencia recibida,Datafono,913332.82,7416128.53
TXN0000665,ACC000069,EMP012,2025-11-25 18:37:00,Deposito,Sucursal,3018290.43,8505514.31
TXN0000411,ACC000045,,2025-07-08 14:18:00,Retiro,Banca web,2315067.68,15973124.89
TXN0000980,ACC000111,,2025-05-09 20:40:00,Transferencia recibida,Datafono,350086.73,18645231.46
TXN0000825,ACC000096,,2025-07-12 09:36:00,Compra con tarjeta,App movil,454686.96,23852174.79
TXN0001597,ACC000168,EMP021,2026-05-29 07:33:00,Transferencia enviada,Sucursal,24101.33,18495384.49
TXN0000529,ACC000056,,2025-02-03 11:35:00,Transferencia enviada,App movil,3097603.8,12292075.42
TXN0001761,ACC000194,EMP014,2025-08-06 08:14:00,Retiro,Sucursal,1097094.94,20291311.78
TXN0002141,ACC000227,,2025-05-16 09:52:00,Pago de servicios,Datafono,1219673.94,9327481.77
TXN0000537,ACC000056,EMP025,2026-03-09 19:17:00,Compra con tarjeta,Sucursal,2062082.43,9449662.46
TXN0001561,ACC000167,,2025-08-29 08:48:00,Compra con tarjeta,App movil,3403394.83,2038156.49
TXN0001449,ACC000157,,2025-07-13 21:11:00,Compra con tarjeta,Datafono,772124.76,2433174.88
TXN0001891,ACC000204,,2025-05-28 07:46:00,Pago de servicios,App movil,779582.59,6760336.47
TXN0000891,ACC000104,EMP025,2025-07-24 08:55:00,Pago de servicios,Sucursal,1431467.19,17506969.95
TXN0001291,ACC000139,,2026-02-15 19:22:00,Pago de servicios,Cajero automatico,1469448.18,7991893.41
TXN0001725,ACC000188,,2026-05-25 20:42:00,Compra con tarjeta,Banca web,2745199.49,11245810.03
TXN0001626,ACC000173,,2025-01-12 17:03:00,Retiro,Datafono,2760423.95,13118832.46
TXN0001365,ACC000151,,2026-01-25 09:05:00,Retiro,Cajero automatico,1778394.63,4080446.09
TXN0001010,ACC000115,,2026-05-23 19:32:00,Pago de servicios,Banca web,3228994.86,4332258.29
TXN0001760,ACC000194,,2025-04-08 14:49:00,Retiro,App movil,1120907.93,4573647.75
TXN0001974,ACC000213,,2025-11-29 17:44:00,Transferencia recibida,Cajero automatico,2764837.4,8011890.55
TXN0000184,ACC000020,,2025-08-10 20:38:00,Transferencia enviada,Banca web,3036885.37,5491901.73
TXN0001447,ACC000157,,2025-03-02 17:06:00,Deposito,Cajero automatico,16033.86,126479.04
TXN0000375,ACC000041,,2026-05-14 09:37:00,Retiro,Datafono,1625550.44,20552356.08
TXN0001970,ACC000213,,2026-04-26 11:04:00,Transferencia recibida,Banca web,2409315.12,11078028.75
TXN0001295,ACC000139,,2025-04-11 18:37:00,Pago de cuota,Banca web,3410123.4,4729985.18
TXN0001148,ACC000127,,2025-08-24 10:59:00,Pago de cuota,Datafono,864854.32,16855887.12
TXN0001389,ACC000154,,2025-07-10 14:21:00,Consignacion,Banca web,2704307.19,16584569.28
TXN0001144,ACC000126,EMP008,2025-08-18 19:34:00,Consignacion,Sucursal,2128786.02,7930314.51
TXN0001972,ACC000213,,2025-08-08 19:56:00,Pago de cuota,Cajero automatico,3344143.49,19987080.02
TXN0001829,ACC000199,,2025-05-08 06:16:00,Transferencia enviada,App movil,3367910.65,13691466.96
TXN0000456,ACC000047,,2025-04-03 06:30:00,Consignacion,App movil,574691.89,21449473.56
TXN0001134,ACC000126,,2025-09-22 14:16:00,Transferencia enviada,Banca web,454006.46,3681075.62
TXN0001687,ACC000184,,2025-02-24 17:29:00,Pago de cuota,Banca web,3105792.38,1962305.69
TXN0001951,ACC000210,,2026-06-03 19:50:00,Pago de servicios,Banca web,1890813.0,7473267.86
TXN0001732,ACC000189,,2025-02-10 20:46:00,Consignacion,Datafono,1919459.9,1122396.36
TXN0001321,ACC000142,EMP022,2025-10-05 08:51:00,Transferencia recibida,Sucursal,1987790.54,6124859.22
TXN0002218,ACC000238,,2025-08-25 20:29:00,Retiro,Banca web,1251947.65,15281520.07
TXN0000205,ACC000023,,2025-12-23 17:52:00,Transferencia recibida,App movil,799771.34,11374427.63
TXN0002079,ACC000222,,2025-11-15 16:27:00,Consignacion,App movil,1720202.27,8504519.33
TXN0000320,ACC000034,,2026-05-17 16:55:00,Pago de cuota,Banca web,3107678.34,10127620.54
TXN0000256,ACC000027,,2025-06-12 07:47:00,Pago de servicios,Datafono,1828032.62,12035927.53
TXN0001007,ACC000115,,2025-06-06 12:55:00,Transferencia recibida,App movil,410611.71,747145.48
